"","time","uid","geoid","sim_num","comp","incidI","hosp_curr","icu_curr","vent_curr","incidH","incidICU","incidVent","incidD","date_inds","sim_num_good","geo_ind"
"1",2020-02-02,"6037-5","6037","5","diffI",1,0,0,0,0,0,0,0,1,1,19
"2",2020-02-04,"6059-5","6059","5","diffI",1,0,0,0,0,0,0,0,3,1,30
"3",2020-02-05,"6059-5","6059","5","diffI",4,0,0,0,0,0,0,0,4,1,30
"4",2020-02-05,"6081-5","6081","5","diffI",1,0,0,0,0,0,0,0,4,1,41
"5",2020-02-05,"6111-5","6111","5","diffI",1,0,0,0,0,0,0,0,4,1,56
"6",2020-02-06,"6037-5","6037","5","diffI",1,0,0,0,0,0,0,0,5,1,19
"7",2020-02-06,"6059-5","6059","5","diffI",2,0,0,0,0,0,0,0,5,1,30
"8",2020-02-06,"6071-5","6071","5","diffI",1,0,0,0,0,0,0,0,5,1,36
"9",2020-02-07,"6037-5","6037","5","diffI",2,0,0,0,0,0,0,0,6,1,19
"10",2020-02-07,"6059-5","6059","5","diffI",2,0,0,0,0,0,0,0,6,1,30
"11",2020-02-07,"6081-5","6081","5","diffI",1,0,0,0,0,0,0,0,6,1,41
"12",2020-02-08,"6037-5","6037","5","diffI",3,0,0,0,0,0,0,0,7,1,19
"13",2020-02-08,"6065-5","6065","5","diffI",2,0,0,0,0,0,0,0,7,1,33
"14",2020-02-08,"6075-5","6075","5","diffI",1,0,0,0,0,0,0,0,7,1,38
"15",2020-02-08,"6081-5","6081","5","diffI",1,0,0,0,0,0,0,0,7,1,41
"16",2020-02-09,"6001-5","6001","5","diffI",1,0,0,0,0,0,0,0,8,1,1
"17",2020-02-09,"6037-5","6037","5","diffI",2,0,0,0,0,0,0,0,8,1,19
"18",2020-02-09,"6059-5","6059","5","diffI",4,0,0,0,0,0,0,0,8,1,30
"19",2020-02-09,"6111-5","6111","5","diffI",1,0,0,0,0,0,0,0,8,1,56
"20",2020-02-10,"6001-5","6001","5","diffI",2,0,0,0,0,0,0,0,9,1,1
"21",2020-02-10,"6037-5","6037","5","diffI",6,0,0,0,0,0,0,0,9,1,19
"22",2020-02-10,"6073-5","6073","5","diffI",1,0,0,0,0,0,0,0,9,1,37
"23",2020-02-10,"6111-5","6111","5",NA,0,1,0,0,1,0,0,0,9,1,56
"24",2020-02-11,"6037-5","6037","5","diffI",1,0,0,0,0,0,0,0,10,1,19
"25",2020-02-11,"6081-5","6081","5","diffI",1,0,0,0,0,0,0,0,10,1,41
"26",2020-02-12,"6013-5","6013","5","diffI",1,0,0,0,0,0,0,0,11,1,7
"27",2020-02-12,"6037-5","6037","5","diffI",2,1,0,0,1,0,0,0,11,1,19
"28",2020-02-12,"6059-5","6059","5","diffI",2,0,0,0,0,0,0,0,11,1,30
"29",2020-02-12,"6097-5","6097","5","diffI",1,0,0,0,0,0,0,0,11,1,49
"30",2020-02-13,"6037-5","6037","5","diffI",4,1,0,0,0,0,0,0,12,1,19
"31",2020-02-13,"6065-5","6065","5",NA,0,1,0,0,1,0,0,0,12,1,33
"32",2020-02-13,"6071-5","6071","5","diffI",1,0,0,0,0,0,0,0,12,1,36
"33",2020-02-13,"6075-5","6075","5",NA,0,1,0,0,1,0,0,0,12,1,38
"34",2020-02-14,"6001-5","6001","5","diffI",1,0,0,0,0,0,0,0,13,1,1
"35",2020-02-14,"6037-5","6037","5","diffI",3,1,0,0,0,0,0,0,13,1,19
"36",2020-02-14,"6059-5","6059","5","diffI",2,2,0,0,2,0,0,0,13,1,30
"37",2020-02-14,"6071-5","6071","5","diffI",4,0,0,0,0,0,0,0,13,1,36
"38",2020-02-14,"6075-5","6075","5","diffI",1,1,0,0,0,0,0,0,13,1,38
"39",2020-02-14,"6111-5","6111","5","diffI",1,1,0,0,0,0,0,0,13,1,56
"40",2020-02-15,"6001-5","6001","5",NA,0,1,0,0,1,0,0,0,14,1,1
"41",2020-02-15,"6013-5","6013","5","diffI",1,0,0,0,0,0,0,0,14,1,7
"42",2020-02-15,"6037-5","6037","5","diffI",7,1,0,0,0,0,0,0,14,1,19
"43",2020-02-15,"6059-5","6059","5","diffI",1,2,0,0,0,0,0,0,14,1,30
"44",2020-02-15,"6065-5","6065","5","diffI",2,1,0,0,0,0,0,0,14,1,33
"45",2020-02-15,"6071-5","6071","5","diffI",2,0,0,0,0,0,0,0,14,1,36
"46",2020-02-15,"6073-5","6073","5","diffI",2,0,0,0,0,0,0,0,14,1,37
"47",2020-02-15,"6097-5","6097","5","diffI",2,0,0,0,0,0,0,0,14,1,49
"48",2020-02-15,"6111-5","6111","5","diffI",1,1,0,0,0,0,0,0,14,1,56
"49",2020-02-16,"6013-5","6013","5","diffI",2,0,0,0,0,0,0,0,15,1,7
"50",2020-02-16,"6037-5","6037","5","diffI",3,1,0,0,0,0,0,0,15,1,19
