"","time","uid","geoid","sim_num","comp","incidI","hosp_curr","icu_curr","vent_curr","incidH","incidICU","incidVent","incidD","date_inds","sim_num_good","geo_ind"
"1",2020-02-01,"6085-1","6085","1","diffI",1,0,0,0,0,0,0,0,1,1,43
"2",2020-02-03,"6037-1","6037","1","diffI",1,0,0,0,0,0,0,0,3,1,19
"3",2020-02-03,"6085-1","6085","1","diffI",1,0,0,0,0,0,0,0,3,1,43
"4",2020-02-04,"6037-1","6037","1","diffI",1,0,0,0,0,0,0,0,4,1,19
"5",2020-02-05,"6037-1","6037","1","diffI",1,0,0,0,0,0,0,0,5,1,19
"6",2020-02-05,"6085-1","6085","1","diffI",2,0,0,0,0,0,0,0,5,1,43
"7",2020-02-06,"6037-1","6037","1","diffI",3,0,0,0,0,0,0,0,6,1,19
"8",2020-02-07,"6085-1","6085","1","diffI",1,0,0,0,0,0,0,0,7,1,43
"9",2020-02-08,"6037-1","6037","1","diffI",1,0,0,0,0,0,0,0,8,1,19
"10",2020-02-09,"6077-1","6077","1","diffI",1,0,0,0,0,0,0,0,9,1,39
"11",2020-02-10,"6037-1","6037","1","diffI",2,0,0,0,0,0,0,0,10,1,19
"12",2020-02-11,"6037-1","6037","1","diffI",3,0,0,0,0,0,0,0,11,1,19
"13",2020-02-12,"6083-1","6083","1","diffI",1,0,0,0,0,0,0,0,12,1,42
"14",2020-02-12,"6085-1","6085","1","diffI",2,0,0,0,0,0,0,0,12,1,43
"15",2020-02-13,"6013-1","6013","1","diffI",1,0,0,0,0,0,0,0,13,1,7
"16",2020-02-13,"6059-1","6059","1","diffI",1,0,0,0,0,0,0,0,13,1,30
"17",2020-02-13,"6073-1","6073","1","diffI",1,0,0,0,0,0,0,0,13,1,37
"18",2020-02-13,"6075-1","6075","1","diffI",2,0,0,0,0,0,0,0,13,1,38
"19",2020-02-13,"6111-1","6111","1","diffI",1,0,0,0,0,0,0,0,13,1,56
"20",2020-02-14,"6037-1","6037","1","diffI",2,0,0,0,0,0,0,0,14,1,19
"21",2020-02-14,"6059-1","6059","1","diffI",1,0,0,0,0,0,0,0,14,1,30
"22",2020-02-14,"6075-1","6075","1","diffI",1,0,0,0,0,0,0,0,14,1,38
"23",2020-02-15,"6037-1","6037","1","diffI",5,0,0,0,0,0,0,0,15,1,19
"24",2020-02-15,"6059-1","6059","1","diffI",1,0,0,0,0,0,0,0,15,1,30
"25",2020-02-15,"6071-1","6071","1","diffI",1,0,0,0,0,0,0,0,15,1,36
"26",2020-02-15,"6073-1","6073","1","diffI",2,0,0,0,0,0,0,0,15,1,37
"27",2020-02-16,"6037-1","6037","1","diffI",2,2,0,0,2,0,0,0,16,1,19
"28",2020-02-16,"6059-1","6059","1","diffI",1,0,0,0,0,0,0,0,16,1,30
"29",2020-02-16,"6075-1","6075","1","diffI",1,0,0,0,0,0,0,0,16,1,38
"30",2020-02-16,"6085-1","6085","1","diffI",1,0,0,0,0,0,0,0,16,1,43
"31",2020-02-17,"6001-1","6001","1","diffI",1,0,0,0,0,0,0,0,17,1,1
"32",2020-02-17,"6037-1","6037","1","diffI",2,2,0,0,0,0,0,0,17,1,19
"33",2020-02-17,"6059-1","6059","1","diffI",1,0,0,0,0,0,0,0,17,1,30
"34",2020-02-17,"6073-1","6073","1","diffI",1,0,0,0,0,0,0,0,17,1,37
"35",2020-02-17,"6079-1","6079","1","diffI",1,0,0,0,0,0,0,0,17,1,40
"36",2020-02-17,"6081-1","6081","1","diffI",1,0,0,0,0,0,0,0,17,1,41
"37",2020-02-17,"6085-1","6085","1",NA,0,1,0,0,1,0,0,0,17,1,43
"38",2020-02-18,"6013-1","6013","1",NA,0,1,0,0,1,0,0,0,18,1,7
"39",2020-02-18,"6037-1","6037","1","diffI",6,2,0,0,0,0,0,0,18,1,19
