"","time","uid","geoid","sim_num","comp","incidI","hosp_curr","icu_curr","vent_curr","incidH","incidICU","incidVent","incidD","date_inds","sim_num_good","geo_ind"
"1",2020-02-01,"6085-6","6085","6","diffI",1,0,0,0,0,0,0,0,1,1,43
"2",2020-02-02,"6059-6","6059","6","diffI",1,0,0,0,0,0,0,0,2,1,30
"3",2020-02-02,"6085-6","6085","6","diffI",2,0,0,0,0,0,0,0,2,1,43
"4",2020-02-03,"6037-6","6037","6","diffI",3,0,0,0,0,0,0,0,3,1,19
"5",2020-02-03,"6059-6","6059","6","diffI",1,0,0,0,0,0,0,0,3,1,30
"6",2020-02-03,"6085-6","6085","6","diffI",1,0,0,0,0,0,0,0,3,1,43
"7",2020-02-04,"6013-6","6013","6","diffI",1,0,0,0,0,0,0,0,4,1,7
"8",2020-02-04,"6037-6","6037","6","diffI",2,0,0,0,0,0,0,0,4,1,19
"9",2020-02-04,"6059-6","6059","6","diffI",3,0,0,0,0,0,0,0,4,1,30
"10",2020-02-04,"6065-6","6065","6","diffI",1,0,0,0,0,0,0,0,4,1,33
"11",2020-02-04,"6085-6","6085","6","diffI",1,0,0,0,0,0,0,0,4,1,43
"12",2020-02-05,"6037-6","6037","6","diffI",2,0,0,0,0,0,0,0,5,1,19
"13",2020-02-05,"6059-6","6059","6","diffI",1,0,0,0,0,0,0,0,5,1,30
"14",2020-02-05,"6071-6","6071","6","diffI",1,0,0,0,0,0,0,0,5,1,36
"15",2020-02-05,"6073-6","6073","6","diffI",1,0,0,0,0,0,0,0,5,1,37
"16",2020-02-05,"6085-6","6085","6","diffI",2,0,0,0,0,0,0,0,5,1,43
"17",2020-02-06,"6037-6","6037","6","diffI",1,0,0,0,0,0,0,0,6,1,19
"18",2020-02-06,"6059-6","6059","6","diffI",2,0,0,0,0,0,0,0,6,1,30
"19",2020-02-07,"6013-6","6013","6","diffI",1,0,0,0,0,0,0,0,7,1,7
"20",2020-02-07,"6037-6","6037","6","diffI",2,0,0,0,0,0,0,0,7,1,19
"21",2020-02-07,"6059-6","6059","6","diffI",1,0,0,0,0,0,0,0,7,1,30
"22",2020-02-07,"6073-6","6073","6","diffI",1,0,0,0,0,0,0,0,7,1,37
"23",2020-02-07,"6085-6","6085","6","diffI",1,0,0,0,0,0,0,0,7,1,43
"24",2020-02-08,"6013-6","6013","6","diffI",1,0,0,0,0,0,0,0,8,1,7
"25",2020-02-08,"6037-6","6037","6","diffI",4,0,0,0,0,0,0,0,8,1,19
